id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,priceClass
9038,1054,748,8,42,5,78,3,102,High
9039,1309,748,50,54,1,42,3,170,High
9040,1921,1326,7,15,1,52,3,187,High
9041,1037,629,10,30,1,75,3,136,High
9042,1309,782,20,56,1,67,3,170,High
9043,1445,748,18,30,1,61,3,170,High
9044,1258,782,22,51,1,58,3,170,High
9045,1054,646,14,39,1,65,3,136,High
9046,1326,850,22,24,2,93,3,170,High
9047,629,357,37,44,2,87,2,119,High
9048,1071,782,11,53,1,75,4,102,High
9049,986,629,38,53,1,76,3,102,High
9050,1377,697,2,52,6,45,3,187,High
9051,1836,986,24,25,1,56,3,221,High
9052,1258,765,13,22,1,65,3,170,High
9053,1105,731,31,49,2,97,3,153,High
9054,901,595,22,46,6,38,2,85,High
9055,1343,782,13,31,2,71,3,136,High
9056,986,578,6,50,4,49,2,153,High
9057,1105,765,26,48,5,66,3,119,High
9058,867,510,31,41,1,71,2,136,High
9059,1258,731,7,9,1,60,3,170,High
9060,799,476,17,17,2,90,2,102,High
9061,1734,1105,13,36,1,57,4,170,High
9062,1292,901,48,51,2,93,3,119,High
9063,1343,1343,9,36,1,2050,3,0,High
9064,1530,1054,19,25,1,48,4,170,High
9065,799,510,12,17,1,72,2,102,High
9066,1088,731,21,25,1,76,3,119,High
9067,1292,1003,4,5,2,96,3,68,High
9068,867,442,22,31,4,42,2,102,High
9069,1275,748,7,27,1,46,3,204,High
9070,544,272,7,35,1,78,1,119,High
9071,1632,1530,23,30,2,35,4,17,High
9072,1309,1309,15,57,1,2049,3,17,High
9073,901,510,14,42,1,64,2,136,High
9074,1360,765,6,39,1,44,3,204,High
9075,1020,748,17,42,1,78,3,85,High
9076,629,340,22,32,5,85,2,102,High
9077,1224,731,24,26,1,55,3,170,High
9078,850,425,14,47,2,174,2,119,High
9079,867,510,25,49,1,62,2,136,High
9080,1156,782,12,15,5,74,3,119,High
9081,901,510,12,28,1,70,2,136,High
9082,969,918,20,22,1,35,2,17,High
9083,1292,748,8,9,1,64,3,170,High
9084,867,510,1,1,1,65,2,136,High
9085,1224,714,15,40,1,59,3,136,High
9086,986,578,9,39,1,66,2,170,High
9087,1292,765,3,3,1,62,3,170,High
9088,884,476,9,33,1,73,2,170,High
9089,918,544,12,50,1,62,2,153,High
9090,1700,1224,17,43,2,92,4,153,High
9091,527,306,38,44,6,48,1,119,High
9092,1088,731,3,6,1,78,3,119,High
9093,3162,1462,15,22,6,40,4,544,High
9094,3740,2992,4,8,4,43,2,204,High
9095,748,340,9,13,2,91,1,153,High
9096,1445,425,13,48,4,42,1,323,High
9097,1802,901,10,21,2,150,3,238,High
9098,714,476,1,33,2,82,2,85,High
9099,1003,748,25,30,1,78,3,85,High
9100,1751,17,2,36,1,36,2,17,High
9101,1309,782,15,22,1,47,3,204,High
9102,918,544,18,55,1,53,2,153,High
9103,1904,1071,32,36,4,41,3,187,High
9104,1003,663,27,47,1,82,3,102,High
9105,969,578,1,4,2,43,2,153,High
9106,1088,646,15,17,2,92,2,136,High
9107,1292,765,19,26,1,63,3,170,High
9108,3077,1377,31,51,6,38,4,527,High
9109,901,510,17,52,1,66,2,136,High
9110,969,629,7,11,1,76,3,102,High
9111,1530,1054,10,25,1,56,4,170,High
9112,1734,1734,4,41,1,36,3,0,High
9113,1190,799,9,10,1,77,3,102,High
9114,782,680,26,37,4,44,1,17,High
9115,1292,833,3,48,2,92,3,153,High
9116,2397,1496,3,29,4,47,3,272,High
9117,1326,799,7,30,1,54,3,119,High
9118,1224,731,12,19,1,56,3,170,High
9119,935,544,8,43,2,88,2,136,High
9120,1343,748,9,11,1,46,3,170,High
9121,1071,748,1,1,1,79,3,119,High
9122,1615,918,6,12,2,75,3,136,High
9123,969,561,34,42,1,66,2,153,High
9124,1258,884,43,46,2,120,3,102,High
9125,884,510,1,7,2,90,2,136,High
9126,901,510,14,55,1,69,2,136,High
9127,1666,935,7,57,6,40,3,221,High
9128,1292,765,6,16,1,44,3,170,High
9129,969,510,11,21,1,62,2,170,High
9130,986,646,29,54,1,82,3,102,High
9131,1938,918,28,29,4,38,3,323,High
9132,1343,867,4,14,1,68,4,136,High
9133,1530,17,26,39,1,35,4,17,High
9134,935,459,8,38,4,44,2,153,High
9135,935,476,7,17,4,40,2,136,High
9136,1292,765,3,40,1,63,3,170,High
9137,1156,731,37,48,5,76,3,153,High
9138,1309,782,3,21,1,56,3,170,High
9139,1292,765,3,5,1,68,3,170,High
9140,952,714,15,49,2,91,3,85,High
9141,1292,748,17,42,1,52,3,170,High
9142,2125,1105,2,18,4,49,3,272,High
9143,1734,1105,1,2,4,37,3,306,High
9144,1309,765,3,40,1,55,3,170,High
9145,1258,765,27,42,1,63,3,170,High
9146,1241,748,16,27,1,73,3,170,High
9147,1411,867,14,42,2,133,3,170,High
9148,1717,1156,32,32,2,126,4,238,High
9149,1275,748,18,25,1,57,3,170,High
9150,1258,901,7,29,2,93,4,102,High
9151,1360,918,2,3,2,92,3,136,High
9152,952,595,5,5,5,93,2,136,High
9153,1190,765,22,53,1,92,3,119,High
9154,1173,782,10,20,2,91,3,136,High
9155,1003,561,36,38,1,69,2,170,High
9156,2737,1241,1,11,4,47,4,527,High
9157,1224,731,7,56,1,61,3,136,High
9158,867,510,32,45,1,70,2,136,High
9159,629,323,3,15,1,68,1,136,High
9160,1275,748,7,27,1,46,3,204,High
9161,918,544,20,52,1,70,2,153,High
9162,1088,731,18,25,5,83,3,153,High
9163,1241,629,32,37,4,38,2,187,High
9164,918,544,1,7,1,64,2,153,High
9165,986,680,2,6,1,82,3,102,High
9166,1105,748,3,27,1,79,3,119,High
9167,1088,765,5,26,1,76,3,102,High
9168,1122,663,4,6,2,67,3,136,High
9169,1275,748,4,4,1,46,3,204,High
9170,986,544,5,16,1,46,2,170,High
9171,1292,748,14,29,1,63,3,170,High
9172,1309,782,6,7,1,60,3,170,High
9173,646,323,19,47,1,64,1,136,High
9174,1683,867,24,55,1,44,3,204,High
9175,1088,612,4,6,2,93,2,102,High
9176,1598,1003,2,2,1,56,4,136,High
9177,2295,1785,21,38,4,38,1,272,High
9178,1241,833,14,22,2,91,3,153,High
9179,1309,799,2,10,4,38,3,102,High
9180,952,561,1,5,1,94,1,170,High
9181,1020,748,2,8,1,83,3,102,High
9182,1377,833,14,56,1,55,3,136,High
9183,1105,765,39,49,1,71,3,102,High
9184,1428,765,8,40,1,51,3,170,High
9185,782,476,43,56,1,85,2,102,High
9186,1309,782,31,45,1,57,3,170,High
9187,1020,714,24,50,1,83,3,102,High
9188,1003,578,25,27,1,56,2,170,High
9189,867,493,25,49,1,62,2,136,High
9190,646,357,7,37,1,83,2,119,High
9191,1071,578,2,2,1,50,2,204,High
9192,680,357,2,9,1,49,1,136,High
9193,1241,697,6,11,5,65,3,153,High
9194,1819,986,7,36,4,46,3,272,High
9195,1071,748,14,33,1,79,3,119,High
9196,969,561,37,46,1,56,2,170,High
9197,1020,731,31,53,1,74,3,102,High
9198,1122,663,2,19,1,75,3,136,High
9199,2601,2465,21,45,4,41,4,323,High
9200,765,459,2,32,1,78,2,102,High
9201,935,493,9,24,1,45,2,170,High
9202,1462,935,7,13,2,113,3,187,High
9203,3723,2006,3,43,4,40,3,68,High
9204,969,646,8,10,2,89,3,85,High
9205,935,408,14,19,6,40,1,204,High
9206,1292,765,23,44,1,66,3,170,High
9207,850,238,25,52,6,40,1,204,High
9208,952,612,8,32,2,95,2,136,High
9209,986,748,3,54,1,78,3,85,High
9210,901,544,2,10,2,94,2,136,High
9211,1411,1411,5,34,1,2050,3,0,High
9212,782,493,14,14,5,79,2,102,High
9213,1394,867,31,48,2,93,3,119,High
9214,1054,646,20,21,1,61,3,136,High
9215,1020,748,33,34,1,81,3,102,High
9216,1632,884,10,12,1,47,3,187,High
9217,1326,782,1,7,1,63,3,170,High
9218,1649,884,4,11,2,55,3,204,High
9219,986,544,41,49,1,48,2,170,High
9220,1717,833,2,12,6,37,3,238,High
9221,1309,782,8,29,1,73,3,170,High
9222,901,510,5,23,1,67,2,136,High
9223,731,306,15,17,1,62,1,187,High
9224,969,527,1,10,2,44,2,153,High
9225,833,493,4,27,2,73,2,102,High
9226,986,510,19,46,1,48,2,187,High
9227,1581,969,6,30,2,92,3,289,High
9228,1275,1275,19,39,1,36,2,17,High
9229,1445,816,29,47,2,36,3,17,High
9230,1139,748,1,20,5,74,3,153,High
9231,1003,578,17,36,1,60,2,170,High
9232,1326,765,15,21,1,55,3,170,High
9233,646,323,33,54,1,48,1,119,High
9234,680,306,25,35,2,68,1,170,High
9235,867,510,24,54,1,69,2,136,High
9236,986,646,10,19,1,79,3,85,High
9237,1445,867,3,38,2,79,3,170,High
9238,1309,799,5,46,2,92,3,136,High
9239,1462,833,30,50,1,43,3,187,High
9240,1037,442,8,36,4,49,1,323,High
9241,952,510,3,25,4,53,2,187,High
9242,816,510,10,55,2,38,1,85,High
9243,969,595,19,34,2,92,2,136,High
9244,1054,544,17,42,1,37,2,204,High
9245,1037,578,34,47,2,74,2,119,High
9246,969,663,8,19,2,79,3,85,High
9247,918,918,16,28,4,35,2,17,High
9248,1122,680,20,57,1,73,3,136,High
9249,680,425,11,55,2,90,2,85,High
9250,901,510,26,32,1,62,2,136,High
9251,731,697,1,5,2,88,2,85,High
9252,1275,748,53,56,1,56,3,153,High
9253,918,544,2,2,1,63,2,153,High
9254,646,323,22,43,1,61,1,136,High
9255,1088,782,3,14,1,71,4,102,High
9256,1122,629,9,9,2,96,2,136,High
9257,952,561,10,24,1,48,2,136,High
9258,1394,816,28,43,1,61,3,136,High
9259,867,510,33,56,1,54,2,136,High
9260,935,476,7,30,1,73,2,187,High
9261,952,510,22,23,5,51,2,136,High
9262,1003,527,23,28,6,41,2,136,High
9263,1003,986,3,37,1,37,2,170,High
9264,1088,748,48,56,5,84,3,153,High
9265,1530,1020,4,50,2,98,3,153,High
9266,1003,510,6,10,6,45,2,204,High
9267,1785,1003,1,53,1,56,3,204,High
9268,1258,765,6,21,1,61,3,170,High
9269,2618,2550,14,14,5,46,3,17,High
9270,1037,493,27,31,2,160,2,204,High
9271,646,306,18,26,1,64,1,136,High
9272,986,629,4,7,1,79,3,85,High
9273,1037,527,25,54,1,40,2,204,High
9274,1309,765,6,21,1,42,3,170,High
9275,646,357,19,19,5,83,2,119,High
9276,1071,731,24,37,1,77,3,119,High
9277,1972,1309,10,46,1,52,4,323,High
9278,918,527,4,4,1,70,2,136,High
9279,850,493,3,21,1,61,2,119,High
9280,1275,765,3,25,1,56,3,170,High
9281,952,629,14,23,1,86,3,85,High
9282,1003,578,30,36,1,65,2,170,High
9283,1275,782,2,2,1,72,3,170,High
9284,918,527,31,55,4,42,2,187,High
9285,1819,986,37,38,4,55,3,340,High
9286,646,323,1,2,1,56,1,170,High
9287,969,629,1,1,1,80,3,102,High
9288,901,476,17,34,5,70,2,187,High
9289,884,510,4,16,1,44,2,153,High
9290,867,527,15,20,1,75,3,85,High
9291,969,578,33,49,2,97,2,136,High
9292,1275,765,15,36,1,61,3,170,High
9293,1105,629,16,46,2,96,2,136,High
9294,901,544,4,32,1,71,2,153,High
9295,1241,748,35,39,1,67,3,170,High
9296,1020,561,1,20,1,66,2,170,High
9297,918,544,1,1,1,61,2,153,High
9298,901,510,7,15,1,74,2,136,High
9299,1054,544,1,14,1,40,2,204,High
9300,1768,1241,15,37,1,65,3,119,High
9301,1224,731,10,13,1,74,3,170,High
9302,629,323,13,45,1,62,1,153,High
9303,1190,1190,9,52,1,36,2,204,High
9304,1445,986,6,9,2,90,3,153,High
9305,2312,1683,15,18,2,94,4,187,High
9306,867,510,4,18,1,51,2,136,High
9307,1394,17,17,36,1,35,3,17,High
9308,1428,697,39,51,4,45,2,204,High
9309,1020,578,6,23,1,53,2,170,High
9310,680,374,16,18,1,84,2,119,High
9311,918,544,20,21,1,47,2,153,High
9312,1071,663,29,44,1,73,3,119,High
9313,1054,646,6,19,1,73,3,136,High
9314,1326,918,12,43,2,92,3,119,High
9315,1003,697,24,52,1,79,3,85,High
9316,1105,782,21,35,5,55,3,119,High
9317,2805,2108,24,55,6,41,1,510,High
9318,1377,867,49,51,1,48,3,187,High
9319,748,459,15,45,1,75,2,102,High
9320,629,306,23,49,4,41,1,136,High
9321,867,510,1,10,1,60,2,136,High
9322,1326,748,7,7,1,52,3,170,High
9323,1870,884,17,27,4,46,3,289,High
9324,697,306,15,22,2,122,1,153,High
9325,918,561,4,11,2,90,2,119,High
9326,1139,799,11,11,2,121,3,1105,High
9327,1394,918,23,43,5,83,5,85,High
9328,1003,578,1,2,1,70,2,170,High
9329,816,527,2,3,1,82,2,102,High
9330,663,323,17,28,1,52,1,136,High
9331,952,714,47,54,2,82,3,85,High
9332,765,510,52,54,1,89,2,85,High
9333,1105,731,39,49,1,79,3,119,High
9334,1224,867,4,6,2,91,3,119,High
9335,867,527,3,5,1,51,2,136,High
9336,1241,731,16,47,1,60,3,170,High
9337,1326,1258,7,7,6,35,3,0,High
9338,1428,1037,6,29,2,115,4,102,High
9339,867,510,20,26,1,60,2,136,High
9340,765,561,11,45,2,88,2,85,High
9341,1258,1258,15,24,1,36,2,17,High
9342,1258,663,27,35,4,40,2,204,High
9343,1292,765,24,35,1,70,3,170,High
9344,2193,1020,10,22,4,44,2,272,High
9345,1360,816,10,25,1,52,3,136,High
9346,1326,731,12,41,1,47,3,204,High
9347,646,306,12,32,6,48,1,153,High
9348,867,510,30,33,1,65,2,136,High
9349,1343,748,14,25,1,44,3,170,High
9350,1326,884,11,40,1,66,3,136,High
9351,663,391,44,55,5,86,2,102,High
9352,1020,561,9,17,1,67,2,170,High
9353,1683,884,4,18,1,39,3,170,High
9354,4675,3944,14,34,6,41,5,442,High
9355,731,680,42,55,1,36,1,17,High
9356,986,561,4,10,1,46,2,136,High
9357,1700,1071,15,44,1,56,4,153,High
9358,1275,765,24,25,1,53,3,153,High
9359,1343,918,1,13,2,93,3,136,High
9360,1105,782,10,52,1,66,3,136,High
9361,901,510,3,7,1,67,2,136,High
9362,1360,595,15,24,2,43,2,204,High
9363,952,493,20,38,4,51,2,136,High
9364,1717,1717,21,49,1,36,3,17,High
9365,986,748,22,29,1,82,3,102,High
9366,1275,731,16,52,1,60,3,170,High
9367,952,561,8,20,2,94,2,102,High
9368,782,510,16,23,1,88,2,85,High
9369,697,340,5,14,1,66,1,136,High
9370,884,578,2,2,1,75,3,102,High
9371,884,510,8,8,1,56,2,136,High
9372,1700,1088,32,48,1,63,4,170,High
9373,1445,884,12,13,1,45,3,153,High
9374,952,493,21,24,1,85,2,187,High
9375,1224,646,13,13,6,43,2,204,High
9376,969,561,1,37,1,64,2,170,High
9377,1224,731,5,6,1,51,3,170,High
9378,1343,1292,1,1,1,43,3,170,High
9379,1292,748,19,31,1,50,3,221,High
9380,1258,765,35,36,1,65,3,170,High
9381,1241,765,15,48,1,58,3,170,High
9382,697,289,18,26,5,66,1,170,High
9383,969,731,13,32,2,86,3,102,High
9384,663,374,7,25,1,83,2,119,High
9385,901,544,16,27,1,57,2,153,High
9386,1428,901,32,33,2,119,3,153,High
9387,1428,816,3,15,1,48,3,170,High
9388,1037,527,6,15,1,44,2,153,High
9389,1037,1020,13,54,1,47,2,187,High
9390,1105,731,6,10,1,76,4,85,High
9391,884,578,54,54,2,91,3,85,High
9392,1802,1122,1,24,1,51,4,187,High
9393,1428,612,16,42,4,42,2,221,High
9394,1326,748,6,11,1,70,3,170,High
9395,952,510,12,12,1,50,2,170,High
9396,1309,765,2,3,1,70,3,170,High
9397,1360,884,6,11,2,93,3,136,High
9398,1275,561,3,4,2,37,3,272,High
9399,748,510,30,47,5,87,2,85,High
9400,867,527,14,28,1,75,2,153,High
9401,2431,1989,3,3,6,37,1,238,High
9402,1054,646,2,9,1,79,3,136,High
9403,1020,714,26,54,1,75,3,102,High
9404,1683,1071,42,57,1,61,4,170,High
9405,1598,884,16,26,1,38,3,187,High
9406,1479,952,7,13,1,53,3,170,High
9407,935,561,7,25,2,76,2,136,High
9408,1071,748,34,38,1,71,3,102,High
9409,918,578,1,6,2,90,2,136,High
9410,1054,1020,17,38,1,74,3,136,High
9411,1360,748,2,19,1,47,3,204,High
9412,901,476,1,2,1,68,2,187,High
9413,1258,765,24,27,1,62,3,170,High
9414,1394,850,15,31,1,58,3,136,High
9415,1105,731,12,56,1,78,3,102,High
9416,850,510,5,29,1,67,2,136,High
9417,901,561,18,18,2,91,2,136,High
9418,884,510,17,20,1,45,2,153,High
9419,901,374,1,5,4,38,1,187,High
9420,918,544,2,6,1,53,2,153,High
9421,1122,238,6,11,6,44,1,510,High
9422,1309,782,9,26,1,62,3,170,High
9423,1207,1156,5,11,1,36,2,17,High
9424,1020,731,16,33,1,2049,3,102,High
9425,901,510,7,8,1,70,2,136,High
9426,1156,782,18,20,5,62,3,119,High
9427,1088,765,4,4,1,70,3,102,High
9428,867,476,26,30,5,67,2,136,High
9429,748,748,34,56,6,35,1,0,High
9430,1003,731,41,53,1,73,3,102,High
9431,731,323,14,30,2,75,1,204,High
9432,1326,748,7,11,1,48,3,204,High
9433,578,323,14,46,1,71,1,153,High
9434,1479,935,3,4,2,52,4,170,High
9435,629,374,22,45,5,89,2,119,High
9436,1377,918,24,30,2,89,3,136,High
9437,1700,1088,19,39,1,59,4,170,High
9438,1632,1632,7,55,1,35,4,17,High
9439,1105,765,7,13,1,75,3,102,High
9440,901,510,6,36,1,53,2,136,High
9441,561,272,30,54,1,78,1,119,High
9442,816,340,32,39,1,47,1,204,High
9443,1802,1360,33,34,4,38,1,204,High
9444,1258,765,3,5,1,54,3,170,High
9445,935,527,23,37,5,45,2,136,High
9446,884,493,27,52,1,52,2,136,High
9447,1054,697,11,50,1,78,3,102,High
9448,1258,867,6,6,2,96,3,136,High
9449,1054,510,14,35,4,38,2,153,High
9450,663,357,1,1,5,81,2,119,High
9451,1241,680,9,37,2,48,3,170,High
9452,629,374,8,10,5,76,2,102,High
9453,1020,697,34,39,1,79,3,102,High
9454,1275,714,13,52,1,77,3,170,High
9455,1241,697,4,6,1,61,3,136,High
9456,646,340,12,13,1,64,1,170,High
9457,3009,2023,1,1,2,160,8,289,High
9458,1020,697,6,30,1,75,3,102,High
9459,1547,1547,34,38,4,34,3,323,High
9460,1071,731,5,42,1,83,3,102,High
9461,1071,663,14,29,1,73,3,136,High
9462,1394,782,5,33,1,76,3,153,High
9463,1207,731,20,41,1,67,3,170,High
9464,680,306,8,37,6,41,1,153,High
9465,1496,850,7,11,1,44,3,187,High
9466,2465,1853,4,41,2,114,7,153,High
9467,884,510,20,52,1,46,2,153,High
9468,1156,697,26,50,2,77,3,170,High
9469,1377,884,11,19,2,91,3,119,High
9470,1105,663,6,52,1,75,3,119,High
9471,1020,714,33,36,1,81,3,102,High
9472,1003,578,6,48,2,92,2,136,High
9473,1275,765,11,17,1,59,3,170,High
9474,1309,765,5,29,1,54,3,170,High
9475,629,374,31,32,5,85,2,119,High
9476,2550,2482,5,6,6,41,3,408,High
9477,1224,646,5,11,1,48,2,204,High
9478,1020,561,4,36,1,47,2,187,High
9479,1241,748,39,44,1,74,3,170,High
9480,850,510,2,31,1,51,2,153,High
9481,867,510,12,13,1,43,2,153,High
9482,765,476,12,17,1,79,2,102,High
9483,1258,731,1,1,1,55,3,170,High
9484,1156,697,7,13,1,62,3,136,High
9485,901,544,7,50,1,68,2,153,High
9486,1360,986,11,42,2,93,4,119,High
9487,969,714,12,35,2,82,3,85,High
9488,544,357,50,56,2,130,1,85,High
9489,612,323,9,14,1,48,1,102,High
9490,1224,884,1,24,2,117,3,102,High
9491,646,323,8,15,1,77,1,170,High
9492,612,272,9,13,1,42,1,153,High
9493,969,595,18,51,1,77,2,119,High
9494,3128,1445,8,29,4,46,1,918,High
9495,901,527,15,39,1,55,2,153,High
9496,1377,714,12,36,2,44,3,221,High
9497,1105,748,4,6,5,83,3,153,High
9498,1088,561,38,45,1,42,2,204,High
9499,884,527,14,25,1,62,2,136,High
9500,1105,663,7,16,1,68,3,119,High
9501,935,544,24,26,1,55,2,153,High
9502,1071,578,8,48,1,44,2,204,High
9503,952,595,7,16,2,110,2,102,High
9504,1037,578,7,55,1,79,2,153,High
9505,1020,969,8,28,1,36,2,0,High
9506,748,493,11,31,1,89,2,85,High
9507,1088,731,3,4,1,82,3,119,High
9508,612,323,13,13,2,91,1,136,High
9509,1989,1139,36,52,6,39,3,187,High
9510,1972,1241,37,51,2,93,4,170,High
9511,1649,1581,33,37,4,41,4,170,High
9512,918,544,4,6,1,49,2,153,High
9513,1020,561,6,19,1,48,2,204,High
9514,952,595,17,27,5,91,2,136,High
9515,918,510,24,28,2,92,2,119,High
9516,1003,17,1,1,2,2049,1,17,High
9517,1258,765,1,8,1,58,3,170,High
9518,884,510,9,20,1,43,2,153,High
9519,952,578,32,36,2,92,2,119,High
9520,697,408,1,3,2,91,2,85,High
9521,1088,510,3,16,1,43,2,187,High
9522,1122,748,13,51,5,80,3,153,High
9523,1445,816,3,12,1,36,3,17,High
9524,1921,1003,1,8,6,38,3,238,High
9525,1003,646,9,9,1,79,3,119,High
9526,867,510,1,40,1,67,2,136,High
9527,1904,1190,5,16,2,45,4,187,High
9528,1309,680,34,41,1,49,1,153,High
9529,765,493,4,7,1,81,2,102,High
9530,1037,1037,1,1,1,35,2,17,High
9531,901,510,12,48,1,70,2,136,High
9532,884,510,4,26,5,40,2,136,High
9533,1105,731,12,19,1,80,4,85,High
9534,1071,731,12,30,2,101,3,68,High
9535,1258,1258,11,54,1,36,1,17,High
9536,1887,1071,2,7,2,93,4,187,High
9537,884,510,2,36,1,40,2,153,High
9538,1428,1428,6,30,1,35,3,17,High
9539,1394,952,25,43,1,89,3,153,High
9540,1768,1768,9,47,1,36,2,408,High
9541,1088,646,19,23,1,68,3,136,High
9542,1173,663,3,6,1,60,3,153,High
9543,1547,1037,22,36,2,92,4,119,High
9544,765,493,7,35,5,80,2,85,High
9545,833,493,11,55,2,97,2,119,High
9546,969,918,7,11,6,35,2,170,High
9547,1020,680,29,55,1,80,3,102,High
9548,986,561,16,18,1,48,2,170,High
9549,1003,629,5,33,2,90,2,153,High
9550,2346,1275,5,11,4,46,4,204,High
9551,1411,748,1,30,1,71,3,170,High
9552,1139,765,6,10,2,91,3,102,High
9553,1292,799,27,29,1,2049,3,170,High
9554,1003,578,43,52,1,54,2,170,High
9555,1105,1071,2,2,1,77,3,119,High
9556,1054,731,1,23,1,73,3,102,High
9557,969,629,25,45,1,81,6,102,High
9558,1054,442,5,38,1,140,1,306,High
9559,867,510,8,17,1,54,2,136,High
9560,986,714,2,9,2,84,3,85,High
9561,1343,1020,12,40,1,81,4,102,High
9562,1207,646,34,36,4,40,2,85,High
9563,952,595,10,34,2,91,2,136,High
9564,867,527,1,6,1,77,2,153,High
9565,1955,935,7,9,4,40,3,255,High
9566,1241,731,40,43,1,56,3,170,High
9567,952,510,35,44,4,43,2,170,High
9568,1394,867,31,43,1,53,3,187,High
9569,1343,748,5,30,1,47,3,204,High
9570,1309,765,19,49,1,62,3,170,High
9571,918,544,1,19,1,51,2,153,High
9572,595,323,29,48,5,81,1,153,High
9573,1377,714,13,32,1,48,3,170,High
9574,1326,1326,7,26,1,2050,3,0,High
9575,986,714,8,27,1,78,3,85,High
9576,765,493,39,44,1,82,2,102,High
9577,646,306,25,54,1,48,1,119,High
9578,1428,646,2,2,1,60,2,187,High
9579,1326,748,20,22,1,65,3,170,High
9580,3502,2278,12,32,4,50,5,969,High
9581,867,272,7,8,2,140,1,187,High
9582,986,986,9,10,4,37,2,17,High
9583,1139,714,21,42,5,74,3,119,High
9584,1122,1122,16,32,1,35,1,17,High
9585,1190,1190,10,10,2,35,2,17,High
9586,1275,748,10,52,1,70,3,170,High
9587,969,646,41,53,1,77,3,102,High
9588,1020,578,43,43,1,51,2,170,High
9589,1479,867,14,48,1,47,3,187,High
9590,1564,1564,17,26,1,36,4,136,High
9591,901,510,28,57,1,62,2,136,High
9592,1768,17,31,52,1,35,3,17,High
9593,1105,663,9,13,1,62,3,119,High
9594,765,221,40,41,4,37,1,153,High
9595,816,527,13,14,5,79,2,136,High
9596,816,816,20,26,1,36,1,17,High
9597,867,510,13,49,1,48,2,153,High
9598,1003,612,23,50,2,92,2,153,High
9599,1292,1292,29,44,1,36,3,17,High
9600,1258,697,4,54,1,59,3,136,High
9601,986,510,14,35,1,46,2,187,High
9602,867,510,21,55,1,53,2,136,High
9603,816,578,1,2,1,83,3,85,High
9604,901,476,22,31,1,74,2,187,High
9605,833,544,1,26,2,112,2,68,High
9606,901,476,46,46,1,76,2,187,High
9607,1377,748,2,5,1,57,3,170,High
9608,1224,714,43,51,1,51,3,170,High
9609,1734,1173,7,19,4,41,3,136,High
9610,1343,748,6,51,1,49,3,204,High
9611,782,510,25,41,1,82,2,102,High
9612,901,510,4,5,1,75,2,136,High
9613,901,578,4,17,1,77,2,119,High
9614,1258,663,14,35,1,54,3,170,High
9615,1513,850,3,16,4,39,3,221,High
9616,1190,816,45,56,2,133,3,119,High
9617,748,459,11,32,1,78,2,85,High
9618,1292,867,11,14,2,91,3,136,High
9619,1037,561,18,19,1,43,2,187,High
9620,1326,782,2,12,1,73,3,170,High
9621,1275,765,5,42,1,56,3,136,High
9622,1020,748,34,50,2,86,3,102,High
9623,1445,782,22,52,6,43,2,255,High
9624,1394,714,1,41,1,39,3,170,High
9625,1734,1071,12,51,2,138,4,204,High
9626,1275,680,51,54,1,46,3,170,High
9627,663,425,29,55,2,89,2,85,High
9628,1309,850,24,46,2,93,3,136,High
9629,1547,1054,2,38,2,115,3,119,High
9630,697,425,4,19,2,91,2,85,High
9631,1020,510,23,29,2,38,2,170,High
9632,2482,1411,4,42,4,37,3,306,High
9633,1734,0,2,3,4,35,3,0,High
9634,986,646,10,31,1,80,3,102,High
9635,1156,697,6,23,1,71,3,136,High
9636,1037,629,13,27,2,92,2,136,High
9637,969,697,2,32,2,79,3,85,High
9638,1054,663,20,36,1,67,3,136,High
9639,1088,731,10,37,1,82,3,119,High
9640,1360,748,4,11,1,42,3,170,High
9641,884,578,3,7,1,73,3,102,High
9642,1343,1343,8,9,1,35,3,17,High
9643,1445,901,4,33,1,46,3,221,High
9644,986,510,19,25,1,89,2,187,High
9645,952,578,4,27,1,79,2,136,High
9646,1292,748,4,5,1,45,3,170,High
9647,1292,765,15,24,1,57,3,170,High
9648,969,714,13,44,2,82,3,85,High
9649,1139,1139,10,49,6,36,2,204,High
9650,748,476,11,38,5,84,2,85,High
9651,1360,850,15,21,2,97,3,136,High
9652,1105,595,1,1,2,90,2,170,High
9653,1530,1037,50,51,1,49,4,170,High
9654,1394,17,23,35,2,2049,1,17,High
9655,901,527,1,19,4,46,2,153,High
9656,850,289,5,48,4,40,1,170,High
9657,969,714,6,15,1,85,3,85,High
9658,1139,680,1,2,1,67,3,136,High
9659,1224,731,20,38,2,110,3,204,High
9660,1071,748,1,5,1,78,3,102,High
9661,952,527,45,49,2,90,2,136,High
9662,1071,561,4,6,4,45,2,170,High
9663,765,510,3,3,1,71,2,102,High
9664,850,391,28,37,1,46,1,187,High
9665,1275,748,7,14,1,62,3,170,High
9666,1037,561,2,8,1,44,2,187,High
9667,918,510,22,32,1,52,2,187,High
9668,918,578,5,20,2,91,3,102,High
9669,2108,2108,12,13,1,35,3,323,High
9670,1241,731,24,27,1,57,3,170,High
9671,1088,646,16,36,1,71,3,136,High
9672,510,289,4,57,2,84,1,85,High
9673,901,510,20,45,1,65,2,136,High
9674,1632,918,13,40,1,44,4,255,High
9675,1003,748,4,4,1,76,3,85,High
9676,1020,629,21,51,1,70,3,136,High
9677,1258,765,11,41,1,55,3,170,High
9678,1037,561,7,11,1,46,2,187,High
